Name,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Ya-Rab Briyani," 101, GST Road, Pallavaram, Chennai",Pallavaram,"['North Indian', ' Biryani', ' Fast Food']",Invalid,300,None,Does not offer Dining,None,Not enough Delivery Reviews,['Delivery Only']
Splash," Pinnacle Building, International Tech Park, CSIR Road, Taramani, Chennai",Taramani,"['Beverages', ' Desserts']",Invalid,250,3.7,8,None,Does not offer Delivery,"['Desserts and Bakes', 'Indoor Seating']"
Kulfi House," Shop D14, Plot 90A & 90B, Industrial Estate, Beside Tech Mahindra Building, Ambattur, Chennai",Ambattur,['Ice Cream'],Invalid,200,None,Not enough Dining Reviews,4.1,85,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Goli Vada Pav No. 1," 64/1, Arcot Road, Alwarthirunagar Annexe, Vadapalani, Chennai",Vadapalani,"['Street Food', ' Fast Food']",Invalid,250,None,Does not offer Dining,3.7,68,"['Breakfast', 'Home Delivery']"
Bismi Paradise," 5, North Usman Road, Parthsarathy Puram, T. Nagar, Chennai",T. Nagar,"['North Indian', ' South Indian', ' Chinese']",Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Cafe Blanca," Hotel Park Elanza, Valluvar Kottam High Road, Nungambakkam, Chennai","Hotel Park Elanza, Nungambakkam","['Cafe', ' Desserts', ' Fast Food']",Invalid,700,2.7,5,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating', 'Desserts and Bakes', 'Free Wifi']"
Freaky Burgers & Shakes," 128, Green Court, Anna Street, Lakshmi Nagar, Medavakkam, Chennai",Medavakkam,"['Burger', ' Sandwich', ' Fast Food', ' Beverages', ' Juices']",Invalid,450,3.7,7,3,19,"['Home Delivery', 'Indoor Seating']"
Clay Pot," 12, Phase 1, Wood Creek County, 7th Cross Street, Nandambakkam, Ramapuram, Chennai",Ramapuram,['South Indian'],Invalid,300,3.2,5,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Madras Kitchen," 17/8, Indira Nagar, 2nd St, Alwarthirunagar, Valasaravakkam, Chennai",Valasaravakkam,"['South Indian', ' Chinese']",Invalid,350,2.5,5,3.3,579,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Snacks & Chats," 49, Ground Floor, Old Perumal, Koil Garden Street, Near Saraswathi School, Sowcarpet, Chennai",Sowcarpet,['Street Food'],Invalid,300,3,10,3.9,41,"['Home Delivery', 'Indoor Seating']"
Chennai Chettinad Restaurant," 12A, Shop 3, Vivekananda Main Road, Kolathur, Chennai",Kolathur,"['Chettinad', ' South Indian', ' Chinese', ' Biryani', ' Fast Food', ' North Indian', ' Desserts', ' Beverages']",Invalid,550,3.1,9,4,615,"['Home Delivery', 'Indoor Seating']"
Chocolate Monarch," 271, Jaganathan Salai, Periyar Nagar West, Kolathur, Chennai",Kolathur,['Bakery'],Invalid,250,3.4,10,None,Does not offer Delivery,"['Indoor Seating', 'Desserts and Bakes']"
Saki Tiffin Center And Fast Food," 27/20, Nehru High Road, Nanganallur, Chennai",Nanganallur,"['South Indian', ' Chinese']",Invalid,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Madras Briyani," 400/1, Ulaipali Nagar, Moovarasan Pet, Madipakkam, Chennai",Madipakkam,['Biryani'],Invalid,300,3.8,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Abby's," Shop 5, Kalpataru Complex, CP Ramaswamy Iyer Road, Abhiramapuram, Alwarpet, Chennai",Alwarpet,"['Rolls', ' Street Food', ' Modern Indian']",Invalid,300,3.3,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Dhevar Hotel," Old 30, New 156, Gandhi Road, Sriperambadur, Kanchipuram District, Chennai",Kanchipuram District,['South Indian'],Invalid,200,None,Not enough Dining Reviews,3.9,50,"['Home Delivery', 'Indoor Seating']"
Adyar Sri Venkateshwara Sweets & Boli," 8/29, Shastri Nagar, 1st Main Road, Adyar, Chennai",Adyar,"['Mithai', ' South Indian']",Invalid,200,3.5,8,3.8,295,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Lassi Junction, Delivery Only,Shenoy Nagar,"['Beverages', ' Sandwich', ' Ice Cream']",Invalid,250,None,Does not offer Dining,None,Not enough Delivery Reviews,['Delivery Only']
Veetu Samayal," 167A, Dharga Road, Pallavaram, Chennai",Pallavaram,"['South Indian', ' Seafood', ' Beverages']",Invalid,250,None,Does not offer Dining,3.6,97,"['Breakfast', 'Home Delivery']"
Sans Kolkata Briyani," Shop 30, Guild Street, Madely Road, T.Nagar Chennai",T. Nagar,"['Biryani', ' Chinese']",Invalid,250,2.5,8,3.9,32,"['Home Delivery', 'Indoor Seating']"
Icing By Mitha," Flat 202, 2nd Floor, Nikhil Palace, 79 Sydenhams Road, Peramet, Vepery, Chennai",Vepery,['Desserts'],Invalid,400,None,Does not offer Dining,None,Not enough Delivery Reviews,"['Delivery Only', 'Desserts and Bakes']"
KR. Juice And Snacks," 40, Railway Border, 2 Street, Kaveri Nagar, Saidapet Check, Saidapet, Chennai",Saidapet,"['Juices', ' Fast Food']",Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,['Indoor Seating']
Ambur Bismi Biriyanis," 1/8, Kambar Salai, Ramapuram, Chennai",Ramapuram,['Biryani'],Invalid,250,None,Does not offer Dining,3.7,109,['Home Delivery']
Shawarma Delight," 7/2, Vivekananda Nagar, Kodungaiyur, MKB Nagar, Perambur, Chennai",Perambur,"['Arabian', ' Chinese']",Invalid,300,3.3,9,3.9,219,"['Home Delivery', 'Indoor Seating']"
MoonVine Lounge Bar," JP Hotel, 1131, Inner Ring Road, Koyambedu, Chennai","JP Hotel, Koyambedu",['Finger Food'],Invalid,1000,3,8,None,Does not offer Delivery,"['Wheelchair Accessible', 'Full Bar Available', 'Nightlife', 'Indoor Seating', 'Free Parking']"
Hangover Kitchen," 13, Thiruveethi Amman Kovil Street, Kozhikundram, Tharamani, Ward 180, Taramani, Chennai",Taramani,['North Indian'],Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,['Indoor Seating']
New Indian Masala," 123, Pachaiyappan Street, Opposite Anjali Mahal, Jafferkhanpet, K.K. Nagar, Chennai",K.K. Nagar,"['South Indian', ' Fast Food']",Invalid,300,3.5,9,3.7,133,"['Home Delivery', 'Indoor Seating']"
Bakers Delight," Shop 52/18, Anna Main Road, Choolaimedu, Chennai",Choolaimedu,"['Bakery', ' Fast Food']",Invalid,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
Shri Indian Dhaba," 174/1, VOC Salai, Edapalayam, Park Town, Chennai",Park Town,"['North Indian', ' Chinese', ' Chettinad', ' Biryani']",Invalid,500,3,7,3.7,25,"['Home Delivery', 'Indoor Seating']"
Awesome Biryani," 16, Sundaram 4th Street, Vyasarpadi, Perambur, Chennai",Perambur,"['South Indian', ' North Indian', ' Chinese']",Invalid,200,3.1,5,3.8,174,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Sri Sai Foods," Shop 4, Nethaji Nagar, 1st Street, Tondiyarpet, Washermenpet, Chennai",Washermenpet,"['Rolls', ' Sandwich', ' Fast Food', ' Beverages']",Invalid,450,3.2,9,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Evening Restaurant," 5, V.N.G Road, Mulachatram, Madhavaram, Chennai",Madhavaram,"['Biryani', ' Chinese']",Invalid,300,3.2,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Mummys Biryani," 71/72, Abhirami Nagar 6th Street, Maduravoyal, Chennai",Maduravoyal,['Chinese'],Invalid,300,3.5,9,3.8,64,"['Home Delivery', 'Indoor Seating']"
The Briyani Project, Delivery Only,Anna Nagar West,['Biryani'],Invalid,450,None,Does not offer Dining,3.9,31,['Delivery Only']
Hotel Sri Muruga," 66, Thangal Karai Road, Mettukuppam, Nerkundram, Koyambedu, Chennai",Koyambedu,"['South Indian', ' Chinese']",Invalid,300,2,4,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Al Pizza Paradise," 5th Cross Street, Ramnagar South, Near Saraswathi Hospital, Madipakkam, Chennai",Madipakkam,"['Pizza', ' Fast Food']",Invalid,200,2,4,3.4,51,"['Home Delivery', 'Indoor Seating']"
Ninju Food Delights," 3/262, VOC Street, Kajarajan Pradhana Salai, Karapakkam, Chennai",Karapakkam,"['North Indian', ' Chinese', ' Juices']",Invalid,350,None,Not enough Dining Reviews,None,Does not offer Delivery,['Indoor Seating']
Arcot Briyani And Fast Food," 29/2, A Manjula Natesan Street, T. Nagar, Chennai",T. Nagar,"['North Indian', ' South Indian']",Invalid,200,2,4,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
The Pasta Land," C06, 13/1A, The Marina Mall, Egatoor, Chennai",Egatoor,"['Fast Food', ' Italian']",Invalid,500,2,4,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
The Brass Tumbler," 16, Viswanathapuram Main Road, Kodambakkam, Chennai",Kodambakkam,"['Beverages', ' Street Food', ' Desserts']",Invalid,200,None,Does not offer Dining,None,Not enough Delivery Reviews,"['Home Delivery', 'Standing Tables']"
Akshaya Kuzhipaniyara Kadai," 225/3A, Cherry Supermarket, Nookambalayam Main Road, Perumbakkam",Medavakkam,['South Indian'],Invalid,150,None,Does not offer Dining,3.3,163,"['Home Delivery', 'Standing Tables']"
Zum Zum Super Cooldrinks & Snacks," 169, GNT Road, Red Hills, Chennai",Red Hills,['Beverages'],Invalid,100,3.3,10,4.4,205,"['Home Delivery', 'Indoor Seating']"
Uppili's On.D.Go, Delivery Only,Mylapore,['South Indian'],Invalid,150,None,Does not offer Dining,3.6,118,"['Delivery Only', 'Vegetarian Only', 'Free Parking']"
Madurai Mini," Plot 16, Godhavari Street, Bharathi Nagar, Adambakkam, Chennai",Adambakkam,"['South Indian', ' Seafood']",Invalid,200,None,Does not offer Dining,2.9,22,['Home Delivery']
Ya Rab Briyani," F2, Kundrathur Main Road, Mangadu, Opposite Malliga Theator, Porur, Chennai",Porur,['Biryani'],Invalid,250,3.7,6,3.9,45,"['Home Delivery', 'Indoor Seating']"
Burmese Kitchen Atho Spot," 5/10, St Mary Street, Zamin, Pallavaram, Chennai",Pallavaram,['Burmese'],Invalid,400,None,Does not offer Dining,3.6,98,['Delivery Only']
Pastry Time," L1/1009, 7th Main Road, Thiruvalluvar Nagar, Thiruvanmiyur, Chennai",Thiruvanmiyur,['Bakery'],Invalid,300,2.8,5,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Hotel Jayalakshmi," 298, GNT Road, Red Hills, Chennai",Red Hills,"['South Indian', ' North Indian', ' Chinese']",Invalid,250,3.3,10,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Jivisha Foods," 84/98, Bhajanai Koil Street, Choolaimedu, Chennai",Choolaimedu,"['Chinese', ' North Indian', ' Biryani']",Invalid,450,3.2,5,3.9,184,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Kishore Chats," 51, N.S.C Bose Road, Sowcarpet, Chennai",Sowcarpet,"['Street Food', ' Beverages', ' Fast Food']",Invalid,350,None,Does not offer Dining,3.9,35,"['Home Delivery', 'Standing Tables']"
RJ Kulambu Kadai," 207/1, Paper Mills Road, Peravallur, Near ARC Hospital, Perambur, Chennai",Perambur,['South Indian'],Invalid,300,2,4,None,Does not offer Delivery,['Indoor Seating']
Shanu Hot & Cool," Near Vellore Institute Of Technology, Kelambakkam Main Road, Keelakottaiyur, Vandalur, Chennai",Vandalur,['Beverages'],Invalid,150,2.8,9,3.7,60,"['Home Delivery', 'Indoor Seating']"
Cake'z Land," 245, S.N.Chetty Street, Royapuram, Chennai",Royapuram,"['Bakery', ' Burger', ' Pizza']",Invalid,150,3.1,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
Farabi," 12, Peddu Naicken Street, Kondithope, Vepery, Chennai",Vepery,"['Street Food', ' Fast Food']",Invalid,200,2.9,10,3.4,116,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Uncle John's Sandwich," Old 28, New 73, Saidapet Road, Chinna Aruna Colony, Vadapalani, Chennai",Vadapalani,['Fast Food'],Invalid,150,None,Does not offer Dining,None,Not enough Delivery Reviews,['Delivery Only']
The Lady Connemara - Taj Connemara," Taj Connemara, 2, Binny Road, Anna Salai, Chennai",Anna Salai,['Finger Food'],Invalid,3500,2,4,None,Does not offer Delivery,"['Full Bar Available', 'Live Music', 'Serves Cocktails', 'LGBTQIA Friendly', 'Nightlife', 'Indoor Seating']"
Black Bean Cafe," 246, Alamadhi Road, Vetrivel Nagar, Near Veltech Engineering College, Avadi, Chennai",Avadi,"['Cafe', ' Sandwich', ' Burger']",Invalid,300,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Indoor Seating', 'Free Wifi', 'Table Reservation Not Required']"
Asian Cuisines," 73, 1st Street, Sempon Nagar, Perungudi, Chennai",Perungudi,"['Chinese', ' Thai']",Invalid,450,None,Does not offer Dining,3.9,32,['Delivery Only']
nEATo Foods," 442 Ground Floor, Phase XX, SIDCO Industrial Estate, Near Telephone Exchange, Ambattur, Chennai",Ambattur,"['South Indian', ' North Indian', ' Street Food', ' Fast Food']",Invalid,300,3.3,6,3.8,120,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Outdoor Seating']"
Toss Up," 2/13, Mount Poonamallee High Road, Ramapuram, Chennai",Ramapuram,"['Mexican', ' Italian', ' Chinese']",Invalid,800,2.5,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Smoking Area']"
Green Way Herbal Soups," Door 5/1, Maha Lakshmi Nagar, 1st Main Road, Karampakkam, Villivakkam, Porur, Chennai",Porur,['South Indian'],Invalid,250,None,Does not offer Dining,4,82,['Home Delivery']
Sree Geetha Cafe," 7, Andiyappa Gramini Street, Royapuram, Chennai",Royapuram,['South Indian'],Invalid,150,3.1,10,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
Aksharaah Snack And Juice Park," 208, Jeevanantham Salai, K.K. Nagar, Chennai",K.K. Nagar,"['Fast Food', ' Juices', ' Beverages']",Invalid,200,3.1,8,3.9,36,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Cheesy Juicy Burgers," 72, A-105, Siva Elango Salai, Periyar Nagar, Perambur, Chennai",Perambur,['Fast Food'],Invalid,350,None,Does not offer Dining,3.9,42,['Home Delivery']
Seasons," 5, Ascendas IT Park, Phases 1, CSIR Road, Taramani, Chennai","Ascendas IT Park, Taramani","['Juices', ' Beverages']",Invalid,200,3.2,5,3.9,62,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Katti Karumbu," Near Rakki Theatre, Jawahar Street, Ram Nagar, Ambattur, Chennai",Ambattur,['South Indian'],Invalid,250,3.4,9,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Cafe Temptation," 36, Raghavan Street, Perambur, Chennai",Perambur,"['Fast Food', ' Beverages', ' Desserts']",Invalid,150,3.5,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Hotel Dharshini Arcot Biryani," 330, 18th Subramani Street, G.K.M Colony, Perambur, Chennai",Perambur,['Biryani'],Invalid,550,3.2,9,4.1,145,"['Home Delivery', 'Indoor Seating']"
R&R @ TMB Food Plaza," 16/1, Nemilichery High Road, Bharathipuram, Chromepet, Chennai",Chromepet,"['Chinese', ' South Indian', ' Fast Food']",Invalid,200,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Outdoor Seating', 'Indoor Seating']"
Take A Break," 45, SMP Square, 1st Floor, Kaamakoti Nagar, 1st Main Road, Pallikaranai, Chennai",Pallikaranai,"['Beverages', ' Fast Food']",Invalid,300,3.5,6,3.9,37,"['Home Delivery', 'Indoor Seating', 'Outdoor Seating']"
Sri Balaji Chapathi Stall," 195, Corporation Ward 66, SRP Colony Main Road, Periyar Nagar, Kolathur, Chennai",Kolathur,"['Kerala', ' South Indian']",Invalid,200,None,Does not offer Dining,4.2,112,['Home Delivery']
Lamcy Cafe," 172/4, NSC Boss Road, Flower Bazaar, Parrys, Chennai",Parrys,"['Beverages', ' Street Food']",Invalid,250,3.6,7,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
New Central Hotel," 159/160, Wall Tax Road, Park Town, Chennai",Park Town,"['South Indian', ' Beverages']",Invalid,200,3.1,6,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Saraswathi Bhavan Bread House," Valluvar Kottam High Road, Nungambakkam, Chennai",Nungambakkam,"['Bakery', ' Street Food']",Invalid,100,3.6,9,None,Does not offer Delivery,"['Indoor Seating', 'Desserts and Bakes']"
Cakes & More," 1, GST Road, Alandur, Chennai",Alandur,"['Bakery', ' Desserts', ' Fast Food']",Invalid,400,None,Does not offer Dining,None,Not enough Delivery Reviews,"['Home Delivery', 'Desserts and Bakes']"
Mambalam Mess," 32/12, Jones Road, Saidapet, Chennai",Saidapet,"['South Indian', ' North Indian']",Invalid,300,2.6,7,None,Does not offer Delivery,['Indoor Seating']
Nachammai Chettinad Veg Hotel," 19-28, Sannathi Street, Tiruvottiyur, Washermenpet, Chennai",Washermenpet,"['Chettinad', ' South Indian']",Invalid,400,3.4,7,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Thallapakkatu Biryani," 118, L.B. Road, Thiruvanmiyur, Chennai",Thiruvanmiyur,"['Biryani', ' South Indian']",Invalid,250,2.9,9,None,Does not offer Delivery,"['Indoor Seating', 'Catering Available']"
Green Apple Juice Pub," 4/552, Pari Salai, Mogappair East, Mogappair, Chennai",Mogappair,['Juices'],Invalid,200,3.3,9,None,Does not offer Delivery,"['Vegetarian Only', 'Outdoor Seating', 'Indoor Seating']"
Favorite Burger," 256, Elumalai Salai, Nunmangalam, Kovilambakkam, Medavakkam, Chennai",Medavakkam,['Sandwich'],Invalid,150,3.7,7,3.9,20,"['Home Delivery', 'Outdoor Seating']"
Epa's Pizza & Ice Cream Shop," 388, MTH Road, Varadharajapuram, Ambattur, Chennai",Ambattur,"['Fast Food', ' Ice Cream']",Invalid,200,3.3,11,None,Does not offer Delivery,['Indoor Seating']
Motel Highway," Bangalore National Highway, Thirumazhisai, Tamil Nadu",Poonamalle,"['North Indian', ' South Indian', ' Chinese']",Invalid,600,3.5,6,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Royal Food," 4, Jaffar Sarang Street, Parrys, Chennai",Parrys,"['Chinese', ' South Indian']",Invalid,300,3.5,5,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Tun Tun Biriyani Stall," 94, Yamuna Street, Chinmaya Nagar, Virugambakkam, Chennai",Virugambakkam,['Biryani'],Invalid,500,None,Does not offer Dining,3.7,29,['Delivery Only']
Oasis Restaurant," Ideal Beach Resort, 164, ECR, Kovalam, Chennai","Ideal Beach Resort, East Coast Road (ECR)",['Fast Food'],Invalid,500,2.6,7,None,Does not offer Delivery,"['Breakfast', 'Outdoor Seating']"
Roshan's Khana Khazana," 9-215, Paper Mills Road, Venkatesan Nagar, Chakrapani Garden, Perambur, Chennai",Perambur,"['Mughlai', ' South Indian']",Invalid,250,3.2,5,None,Not enough Delivery Reviews,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Dhivya's Kitchen," Old 103, New 22, Canal Bank Road, C.I.T Nagar, Nandanam, Chennai",Nandanam,"['South Indian', ' Chinese']",Invalid,200,3.3,8,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating', 'Free Parking']"
Rj Burgers," 20, Vandalur-kelambakkam Main Road, Kadigai, Vandalur, Chennai",Vandalur,"['Fast Food', ' Beverages']",Invalid,300,None,Does not offer Dining,4.2,126,"['Home Delivery', 'Standing Tables']"
Zuki Malaysian Street Food," OMR Food Street, Injambakkam, Injambakkam, Chennai","OMR Food Street, Injambakkam",['Malaysian'],Invalid,200,2.6,7,None,Not enough Delivery Reviews,"['Home Delivery', 'Self Service', 'Outdoor Seating']"
Chinnapar Restaurant," Opposite Vetrivel Theatre, Nanganallur, Chennai",Nanganallur,"['Chinese', ' Kerala', ' North Indian']",Invalid,200,2.8,9,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Lamcy," Palaniappa Nagar, Sembakkam, Medavakkam, Chennai",Medavakkam,"['Fast Food', ' Beverages', ' Ice Cream']",Invalid,400,None,Does not offer Dining,3.4,136,['Home Delivery']
Nisha Kitchen," 31, Thiruvalluvar Street, Thanthi TV, Opposite MGR Main Road, Kandanchavadi, Old Mahabalipuram Road (OMR), Chennai",Old Mahabalipuram Road (OMR),"['North Indian', ' Chinese', ' Arabian']",Invalid,600,3.3,6,3,47,"['Home Delivery', 'Indoor Seating']"
Twinkle's Cafe," G4, Deju Plaza, South Avenue, Sri Nagar Colony, Saidapet, Chennai",Saidapet,"['Fast Food', ' Desserts', ' Beverages']",Invalid,350,2.3,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking']"
The China House," Kamaraj Avenue, 2nd Street, Venkatarathinam Nagar, Adyar, Chennai",Adyar,['Chinese'],Invalid,400,None,Does not offer Dining,None,Not enough Delivery Reviews,['Delivery Only']
After 3," 29, Lakshmi Talkies Road, Shenoy Nagar, Chennai",Shenoy Nagar,['Fast Food'],Invalid,200,3.5,7,3.7,54,"['Home Delivery', 'Indoor Seating']"
Sri Narayana," 12/3, Station View Road, Kodambakkam, Chennai",Kodambakkam,"['Chinese', ' North Indian', ' Fast Food']",Invalid,200,2.9,8,4,179,"['Home Delivery', 'Indoor Seating']"
